SIFRA,"IME_VOLISCA"
310007,"OŠ Miška Kranjca, Kamnogoriška c.35"
310008,"Gasilski dom, Prušnikova ul.57"
310009,"MOL - Ljudski dom, Prušnikova ul.99"
310010,"Gasilski dom, Vižmarska pot 9"
310011,"Gasilski dom, Vižmarska pot 9"
310012,"Prostori  MOL, Na gmajni 1, Ljubljana-Šentvid"
310013,"OŠ Vižmarje - Brod, Na gaju 2"
310014,"MOL - Služba za lokalno samoupravo, Kosijeva ul.1"
310015,"MOL - Ljudski dom, Prušnikova ul.99"
310016,"MOL - Ljudski dom, Prušnikova ul.99"
310017,"OŠ Vižmarje - Brod, Na gaju 2"
310018,"OŠ Vižmarje - Brod, Na gaju 2"
311001,"Gasilski dom, Sp. Pirniče 7a"
311002,"Dom krajanov, Zg. Pirniče 6, Medvode"
311003,"Dom krajanov, Zg. Pirniče 6, Medvode"
311004,"Dom krajanov Moše, Moše, Smlednik"
311005,"T.Z. Dragočajna - Moše, Dragočajna 14a, Smlednik"
311006,"OŠ Simona Jenka, Smlednik 73, Smlednik"
311007,"KULTURNI DOM SMLEDNIK, Smlednik 55, Smlednik"
311008,"Dom krajanov v Hrašah"
311009,"PGD Zbilje, Zbilje 44, Medvode"
311010,"OBČINA MEDVODE, C. komandanta Staneta 12, Medvode"
311011,"OBČINA MEDVODE, C. komandanta Staneta 12, Medvode"
311012,"OSNOVNA ŠOLA MEDVODE, Ostrovrharjeva ul.4"
311013,"OSNOVNA ŠOLA MEDVODE, Ostrovrharjeva ul.4"
311014,"Vrtec Medvode, Enota Senica, Zgornja Senica 45"
311015,"Podružnična osnovna šola Topol"
311016,"Krajevna skupnost Trnovec, Trnovec 25c, Medvode"
311017,"Osnovna šola Preska,  Preška cesta 22,  Medvode"
311018,"Osnovna šola Preska,  Preška cesta 22,  Medvode"
311019,"Osnovna šola Preska, Preška cesta 22, Medvode"
311020,"Osnovna šola Preska, Preška cesta 22, Medvode"
311021,"Podružnična osnovna šola Sora, Sora 1 b, Medvode"
311022,"KS Vaše - Goričane, Goričane 39"
311023,"Zadružni dom v Skaručni, Skaručna 42"
311024,"PGD Repnje, Repnje 30"
311025,"Dom krajanov Vodice, Kopitarjev trg"
311026,"PGD Zapoge, Zapoge 2"
311027,"PGD Polje, Polje 5a, Vodice"
311028,"PGD Bukovica - Utik, Utik 45"
311029,"PGD Šinkov turn, Koseze 26"
311030,"Osnovna šola Šmartno, Cesta v Gameljne 7"
311031,"Osnovna šola Šmartno, Cesta v Gameljne 7"
311032,"Osnovna šola Šmartno, Cesta v Gameljne 7"
311033,"Dom gasilcev in krajanov Tacen, Pločanska ul.8"
311034,"GD Stanežiče, Stanežiče 64"
311035,"Gasilski dom Medno, Medno 79"
401001,"Polom, prostori vaškega doma"
401003,"Upravni prostori občine, Ljubljanska 26"
401005,"Avla gimnazije, Ljubljanska 12"
401008,"Prostori Komunale Kočevje, Tesarska 10"
401009,"Gasilski dom na Roški cesti 10"
401010,"Prostori KS Kočevje mesto, Trg svetega Jerneja 2"
401011,"Reška cesta 16-Glasbena šola"
401013,"Šeškov dom , Prešernova ulica 11"
401014,"Trata XIV 6a-prostori podjetniškega inkubatorja"
401015,"Gasilski dom, Mahovnik 37"
401017,"Trdnjava 3-Turistični kompleks Jezero"
401018,"Osnovna šola Željne, Željne 21"
401019,"Gasilski dom, Klinja vas 46"
401020,"Cvišlerji - prostori vaškega doma"
401021,"Gasilski dom, Koprivnik 31"
401022,"Osnovna šola Stara Cerkev, Stara Cerkev 21"
401023,"Vaški dom Koblarji"
401024,"Gasilski dom, Dolnje Ložine 1a"
401025,"Vaški dom Mlaka"
401026,"Vaški dom Stari log"
401027,"Bivša gostilna Radar, Kočevska cesta 6"
401028,"Prosvetni dom, Livold 18d"
401029,"Prosvetni dom, Črni potok pri Kočevju 1"
401030,"Prostori gasilskega doma, Mozelj 4a"
401033,"Gasilski dom, Predgrad 41"
401034,"Laze pri Predgradu 1a"
401035,"Kočevska Reka 5 - kulturni dom"
401037,"Gasilski dom, Štalcerji 10a"
401038,"Gasilski dom, Morava 14a"
401039,"Banja Loka, v hiši št. 7"
401040,"Vrh pri Fari 1-Lukčeva domačija"
401041,"Vas - v hiši št. 1"
401042,"Kuželj 24a - gasilski dom"
401047,"Osilnica 11b-bivši obrat Tekstilane"
401048,"Belica 7-v hiši Miklič Angelce"
401049,"Bosljiva Loka 15a, prostori pri bivši trgovini An"
402001,"GASILSKI DOM Retje, Retje 55 a"
402002,"Občina Loški Potok, Hrib 17"
402003,"Pri Lavrič Slavku, Šegova vas 11"
402004,"Gostilna ""Pri Kapcu"", Travnik 74"
402005,"Gasilski dom Mali Log, Mali Log 9"
402006,"Glasbena šola Ribnica, Kolodvorska ulica 10"
402007,"Športni center Ribnica (ŠCR-A), Majnikova 2"
402008,"ROKODELSKI CENTER Ribnica (RCR-A), Cesta na Ugar"
402009,"Osnovna šola Franceta Prešerna Ribnica,Šolska ul"
402010,"ROKODELSKI CENTER RIBNICA (RCR-B), Cesta na Ugar"
402011,"DRUŠTVO INVALIDOV RIBNICA, Knafljev trg 2"
402012,"TURISTIČNO DRUŠTVO RIBNICA, Gallusovo nabrežje 10"
402013,"Gostilna Andoljšek,Hrovača 30"
402014,"Gasilski dom Goriča vas, Goriča vas 68 a"
402015,"Gasilski dom Nemška vas, Nemška vas 22"
402016,"Obora - Andoljšek Alojz, Otavice 31 b"
402017,"Gasilski dom Sajevec"
402018,"Gasilski dom Bukovica, Bukovica 12"
402019,"Gasilski dom Dane"
402021,"Gasilski dom Jurjevica, Jurjevica 37 a"
402022,"Pri Gornik Ivanki, Kot 11"
402023,"DOM DRUŠTVA VETER BREG, BREG 17"
402024,"Gasilski dom Dolenji Lazi, Dolenji Lazi 2 a"
402025,"GOSTIŠČE VRBA, Žlebič 15a, 1310 Ribnica"
402026,"Osnovna šola Sušje, Sušje 2"
402027,"Gasilski dom Lipovec, Lipovec 17"
402028,"GASILSKI DOM PRIGORICA, Prigorica 38"
402029,"GASILSKI DOM Dolenja vas, Lončarska ulica 66"
402030,"Pri DRAGU MERHARJU, Blate 1"
402031,"Gasilski dom Rakitnica, Rakitnica 6a"
402032,"Gasilski dom Grčarice, Grčarice 3"
402033,"Šola Velike Poljane, Velike Poljane 45"
402034,"GOSTILNA MATJAK, Ortnek 2, 1316 Ortnek"
402035,"Gasilski dom Sveti Gregor, Sveti Gregor 17"
402036,"Gasilski dom Zapotok, Zapotok 2"
402037,"Pri JOŽETU LUŠINU, Lipovšica 1"
402038,"Gasilski dom Zamostec, Zamostec 8 a"
402039,"Osnovna šola dr. Ivan Prijatelj Sodražica, CNO 10"
402040,"Gasilski dom Žimarice, Žimarice 76"
402041,"Pri Mirku Oražmu, Globel 8"
402042,"Pri Julijani Mihelič, Podklanec 7"
402043,"Turistično športno društvo Gora, Petrinci 10 a"
402044,"A MI GO, d.o.o., Vinice 8"
402045,"OŠ dr.F. Prešerna-podruž. Dolenja vas, Šolska ul"
402046,"Gasilski dom Sodražica, Trg 25. maja 5, Sodražica"
402047,"Prostori PGD Podpreska, Podpreska 3 a"
402048,"Lovski dom Draga, Draga 33a"
402049,"Gasilski dom Trava, Trava 14"
402050,"Gasilski dom Novi Kot"
402051,"Gostišče - Penzion Makšar, Breže 18a"
402052,"Jakličev dom Dobrepolje, Videm 34"
402053,"Gasilski dom Hočevje, Hočevje 19"
402054,"Gasilski dom Zagorica, Zagorica 36a"
402055,"Vaški prostor Predstruge, Predstruge 60"
402056,"Gasilski dom Kompolje, Kompolje 60"
402057,"PRIZMA PONIKVE, Ponikve 76, Videm-Dobrepolje"
402058,"OŠ Struge, Lipa 16"
403001,"Družbeni dom Grosuplje I, Taborska cesta 1"
403002,"Družbeni dom Grosuplje II, Taborska cesta 1"
403003,"Osnovna šola Louisa Adamiča, Tovarniška cesta 14"
403004,"Osnovna šola Brinje, Ljubljanska cesta 40a"
403005,"Dom obrtnikov Grosuplje, Ob Grosupeljščici 1b"
403006,"Gasilski dom Mala Ilova Gora, M.Ilova Gora 21"
403007,"Gasilski dom Veliko Mlačevo, Veliko Mlačevo 6a"
403008,"Gasilski dom Polica, Polica 41"
403009,"Družbeni dom Račna, Velika Račna 24b"
403010,"Zadružni dom Sp. Slivnica, Spodnja Slivnica 16"
403011,"Krajevna skupnost Škocjan, Škocjan 20"
403012,"Gasilski dom Ponova vas, Ponova vas 27"
403013,"Osnovna šola Št. Jurij, Št. Jurij 14"
403014,"Podružnična šola Žalna, Žalna 1"
403015,"Gasilski dom Luče, Luče 22a"
403016,"Osnovna šola Šmarje-Sap I., Ljubljanska cesta 49"
403017,"Osnovna šola Šmarje-Sap II., Ljubljanska cesta 49"
403018,"Osnovna šola Šmarje-Sap III., Ljubljanska c. 49"
404002,"Kulturni dom Ivančna Gorica I., Sokolska ulica 4"
404003,"Kulturni dom Ivančna Gorica II., Sokolska ulica 4"
404004,"Kulturni dom Muljava, Muljava 20"
404005,"Gasilski dom Stična, Stična 144"
404006,"Gasilski dom Metnaj, Metnaj 2"
404007,"Mestna hiša Višnja Gora, Mestni trg 21"
404008,"Gasilski dom Kriška vas, Kriška vas 10"
404009,"Gasilski dom Vrh pri V.G., Vrh pri Višnji Gori 2"
404010,"Kulturni dom Šentvid I., Šentvid pri Stični 70"
404011,"Kulturni dom Šentvid II., Šentvid pri Stični 70"
404012,"Gasilski dom Dob, Dob pri Šentvidu 8"
404013,"Večnamenski objekt Hrastov Dol, Hrastov Dol 2"
404014,"Dom krajanov Temenica, Temenica 2a"
404015,"Kulturni dom Ambrus, Ambrus 56"
404016,"Podružnična šola Zagradec, Zagradec 33"
404017,"Družbeni center Krka, Krka 1d"
405001,"Kulturni dom Dolsko, Dolsko 55, Dol pri Ljubljani"
405002,"GD Senožeti 25, Dol pri Ljubljani"
405003,"GD Vinje, Vinje, Dol pri Ljubljani"
405004,"GD Laze, Laze, Dol pri Ljubljani"
405005,"GD Klopce, Klopce 40, Dol pri Ljubljani"
405006,"OŠ Besnica, Besnica 23, Ljubljana"
405007,"OŠ Janče, Gabrje pri Jančah 16, Ljubljana"
405008,"OŠ Prežganje, Prežganje 7, Ljubljana"
405009,"Župnišče Javor, Javor 1, Ljubljana"
405010,"Podružnična šola Lipoglav, Mali Lipoglav 8"
405011,"OŠ Zalog, Cerutova ulica 7, 1000 Ljubljana"
405012,"OŠ Zalog, Cerutova ul. 7"
405013,"OŠ Zalog, Cerutova ul. 7"
405014,"Center Zalog, Zaloška c. 267, Lj., 1. nadst."
405015,"Center Zalog, Zaloška c. 267, Lj., 1. nadst."
405016,"Dom Podgrad, Podgrajska c.5"
405017,"GD Zgornji Kašelj, Kašeljska c.95"
405018,"OŠ Zgornji Kašelj, Kašeljska cesta 119a"
405019,"OŠ Zgornji Kašelj, Kašeljska cesta 119a"
405020,"OŠ Zadobrova, Zadobrovška c.35"
405021,"OŠ Sostro, Cesta II.grupe odredov 47"
405022,"OŠ Zgornji Kašelj, Kašeljska cesta 119a"
405023,"Spominska hiša Podlipoglav, Podlipoglav 19"
405024,"OŠ Sostro, Cesta II. grupe odredov 47"
405025,"OŠ Sostro, Cesta II. grupe odredov 47"
405026,"Zadružni dom Zadvor, Cesta II. grupe odredov 43"
405027,"PGD Bizovik, Bizoviška c. 15a, Ljubljana"
405028,"Prostori MOL (Polje), Polje 12, Ljubljana"
405029,"OŠ Polje, Polje 358, 1000 Ljubljana"
405030,"OŠ Polje, Polje 358, Ljubljana"
405031,"Gasilski dom Slape, Slape 50"
405032,"Podružnična šola Hrušica, Pot do šole 1,Ljubljana"
405033,"Prostori MOL, Polje 12"
405034,"Gasilski dom Slape, Slape 50"
406001,"OŠ Karla Destovnika Kajuha, Jakčeva ul. 42"
406002,"OŠ Karla Destovnika Kajuha, Jakčeva ul. 42"
406003,"OŠ Karla Destovnika Kajuha, Jakčeva ul. 42"
406004,"OŠ Karla Destovnika Kajuha, Jakčeva ul. 42"
406005,"OŠ Božidarja Jakca, Nusdorferjeva ul.10"
406007,"OŠ Božidarja Jakca, Nusdorferjeva ulica 10"
406008,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10"
406010,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10"
406011,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10"
406012,"OŠ Božidarja Jakca, Nusdorferjeva ul. 10"
406013,"OŠ Martina Krpana, Gašperšičeva ul.10"
406014,"OŠ Martina Krpana, Gašperšičeva ul.10"
406015,"Dom občanov Fužine, Preglov trg 15"
406016,"Dom občanov Fužine, Preglov trg 15"
406017,"OŠ Nove Fužine, Preglov trg 8"
406018,"OŠ Nove Fužine, Preglov trg 8"
406019,"OŠ Nove Fužine, Preglov trg 8"
406020,"SŠ za gostinstvo in turizem, Preglov trg 9"
406021,"OŠ Nove Fužine, Preglov trg 8"
406022,"SŠ za gostinstvo in turizem, Preglov trg 9"
407001,"Gasilski dom Šmartno, Kopna pot 6"
407002,"OŠ Nove Jarše, Clevelandska ul.11"
407003,"OŠ Nove Jarše, Clevelandska ul.11"
407004,"OŠ Nove Jarše, Clevelandska ul.11"
407005,"OŠ Jože Moškrič, Jarška c.34"
407006,"OŠ Jože Moškrič, Jarška c.34"
407007,"OŠ Jože Moškrič, Jarška c.34"
407008,"OŠ Vide Pregarc, Bazoviška ul. 1"
407009,"OŠ Vide Pregarc, Bazoviška ul. 1"
407010,"OŠ Vide Pregarc, Bazoviška ul. 1"
407011,"OŠ Vide Pregarc, Bazoviška ul. 1"
407012,"Gimnazija Moste, Zaloška cesta 49"
407013,"Gimnazija Moste, Zaloška cesta 49"
407015,"Gimnazija Moste, Zaloška cesta 49"
407016,"Gimnazija Moste, Zaloška cesta 49"
407017,"Gimnazija Moste, Zaloška cesta 49"
407018,"OŠ Ketteja in Murna, Koširjeva ul.2"
407019,"OŠ Ketteja in Murna, Koširjeva ul.2"
407020,"OŠ Ketteja in Murna, Koširjeva ul.2"
407021,"OŠ Ketteja in Murna, Koširjeva ul.2"
407022,"OŠ Ketteja in Murna, Koširjeva ul.2"
407024,"Zadružni dom Zadobrova, Zadobrovška c.88"
407025,"Zadružni dom Zadobrova, Zadobrovška c.88"
407026,"OŠ Zadobrova, Zadobrovška c.35"
407027,"Zadružni dom Zadobrova, Zadobrovška c.88"
408001,"OŠ Janka Modra, Videm 17, Dol pri Lj."
408002,"Gasilski dom Beričevo, Beričevo 12, Dol pri Lj"
408003,"Prostori MOL, Zajčeva pot 34, Lj."
408004,"GASILSKI DOM, Nadgoriška c. 18"
408005,"OŠ Maksa Pečarja, Črnuška cesta 9, Ljubljana"
408006,"OŠ Maksa Pečarja, Črnuška cesta 9, Ljubljana"
408007,"Prostori MOL, Dunajska c.367"
408008,"Prostori MOL, Dunajska c.367"
408009,"GALERIJA FURLAN, Cesta 24. junija 60, Ljubljana"
408010,"OŠ Danile Kumar, Gogalova ulica 15, Ljubljana"
408011,"Kulturni dom Savlje Kleče, Savlje 101"
408012,"OŠ Danile Kumar, Gogalova ulica 15, Ljubljana"
408013,"OŠ Danile Kumar, Gogalova ulica 15, Ljubljana"
408014,"OŠ Danile Kumar, Gogalova ulica 15, Ljubljana"
408015,"OŠ Danile Kumar, Gogalova ulica 15, Ljubljana"
408016,"OŠ Danile Kumar, Gogalova ulica 15, Ljubljana"
408017,"OŠ Danile Kumar, Gogalova ulica 15, Ljubljana"
408018,"OŠ Danile Kumar, Gogalova ulica 15, Ljubljana"
408019,"OŠ Franceta Bevka, Pohorskega bataljona 1"
408020,"OŠ Franceta Bevka, Pohorskega bataljona 1"
408021,"Prostori MOL, Vojkova c. 87"
408022,"OŠ Milana Šuštaršiča, Štembalova ul. 2a"
409001,"OŠ Bežigrad, Črtomirova ul.12"
409002,"OŠ Bežigrad, Črtomirova ul.12"
409003,"OŠ Bežigrad, Črtomirova ul.12"
409004,"OŠ Bežigrad, Črtomirova ul.12"
409005,"Knjižnica Bežigrad, Einspielerjeva ulica 1"
409006,"Zavod RS za zaposlovanje, Parmova 32, Ljubljana"
409007,"Društvo distrofikov Slovenije, Linhartova c. 1"
409008,"OŠ Mirana Jarca, Ipavčeva ul. 1"
409009,"OŠ Mirana Jarca, Ipavčeva ul. 1"
409010,"OŠ V. KRAIGHERJA, TRG 9. MAJA 1, LJUBLJANA"
409011,"Prostori MOL, Dunajska c. 101"
409012,"OŠ Vita Kraigherja, Trg 9. maja 1"
409013,"Prostori MOL, Dunajska c. 101"
409014,"OŠ Vita Kraigherja, Trg 9. maja 1"
409015,"OŠ Mirana Jarca, Ipavčeva ul. 1"
409016,"OŠ Savsko naselje, Matjaževa ul. 4"
409017,"OŠ Savsko naselje, Matjaževa ul. 4"
409018,"OŠ Savsko naselje, Matjaževa ul. 4"
409019,"OŠ Milana Šuštaršiča, Štembalova ul. 2a"
409020,"OŠ Milana Šuštaršiča, Štembalova ul. 2a"
409021,"Prostori MOL, Vojkova c. 73"
409022,"Objekt - okrepčevalnica, Šifrerjeva 3, Ljubljana"
409023,"Objekt - okrepčevalnica, Šifrerjeva 3, Ljubljana"
410001,"OSNOVNA ŠOLA DOB I, Šolska ulica 7, Dob"
410002,"OSNOVNA ŠOLA DOB II, Šolska ulica 7, Dob"
410003,"Dom krajanov v Žejah, Žeje 10"
410004,"Osnovna šola Krtina, Krtina 41"
410005,"Gasilski dom Homec, Bolkova ul.46, Homec"
410006,"Osnovna šola Ihan, Šolska ul.5, Ihan"
410007,"Samostan Mala Loka, Mala Loka 8"
410008,"Slamnikarski muzej, Kajuhova cesta 5, Domžale"
410009,"RD BISTRICA DOMŽALE, Krakovska 18a, Domžale"
410010,"GASILSKI DOM ŠTUDA, Študljanska 86, Domžale"
410011,"Kulturni dom Radomlje I, Prešernova cesta 43"
410012,"Kulturni dom Radomlje II, Prešernova cesta 43"
410013,"GD Rova, Žiška c.10, Rova"
410014,"Delavski dom Vir, Šaranovičeva c.19,Vir"
410015,"Vrtec Palček Vir, Dvoržakova ul.15, Vir"
410016,"VRTEC CICIDOM VIR, Šubičeva 12, Vir"
410017,"Podružnična šola Krašnja, Krašnja 14a, Lukovica"
410018,"Kulturni dom Janka Kersnika Lukovica, Stari trg 1"
410019,"Kulturni dom A.M.Slomška Šentvid, Veidrov trg 4"
410020,"Športno turistično društvo Rafolče, Rafolče 11"
410021,"ŠD Zlato polje,Podgora pri Zlatem polju 1"
410022,"Podružnična šola Blagovica, Blagovica 33"
410023,"Večnamenski objekt, Češnjice 8, Blagovica"
410024,"ZADRUŽNI DOM TROJANE, Trojane 6"
410025,"Kulturni dom Moravče, Vegova ul.9"
410026,"Gost. lokal nad Logom,C. heroja Vasje 13, Moravče"
410027,"Pri Urankarju, Gabrje pod Limbarsko goro 6"
410028,"Pri Francu Majdiču, Negastrn 8"
410029,"PGD KRAŠCE, Krašce 4"
410030,"Gasilski dom Peče, Peče 50"
410031,"Dom krajanov Hrib, Hrib nad Ribčami 7"
410032,"KS Vrhpolje,Vrhpolje pri Moravčah 14"
411001,"VRTEC BISTRA, Ul. Nikola Tesla 16, Domžale"
411002,"Galerija Domžale, Mestni trg 1, Domžale"
411003,"VRTEC ČEŠMIN, Murnova ulica 14, Domžale"
411004,"OSNOVNA ŠOLA ROJE, Kettejeva ulica 15, Domžale"
411005,"Srednja šola Domžale - gimnazija, Cesta talcev 12"
411006,"PEKARNA JURČEK, Depala vas 93a, Domžale"
411007,"PGD STOB-DEPALA VAS, Ljubljanska cesta 55, Domžal"
411008,"DOMŽALSKI DOM, Ljubljanska cesta 58, Domžale"
411009,"TIC DOMŽALE, Ljubljanska cesta 70, Domžale"
411010,"Osnovna šola Dragomelj, Dragomelj 180"
411011,"OŠ Jarše, Šolska ul.1a, Spodnje Jarše"
411012,"GASILSKI DOM SREDNJE JARŠE,Jarška c. 37,Zg. Jarše"
411013,"OŠ Preserje pri Radomljah, Pelechova c. 83"
411014,"OŠ Trzin I, Mengeška cesta 7b, Trzin"
411015,"OŠ Trzin II, Mengeška c. 7b, Trzin"
411016,"OŠ Trzin III, Mengeška cesta 7b, Trzin"
411017,"Gasilski dom Topole, Topole 21"
411018,"Osnovna šola Mengeš I, Šolska ulica 11, Mengeš"
411019,"Osnovna šola Mengeš II, Šolska ulica 11, Mengeš"
411020,"Dom počitka Mengeš, Glavni trg 13"
411021,"ŽUPNIJSKI DOM MENGEŠ I,Trdinov trg 9, Mengeš"
411022,"ŽUPNIJSKI DOM MENGEŠ II, Trdinov trg 9, Mengeš"
411023,"Vrtec Sonček, Zoranina 5, Mengeš"
411024,"Gasilski dom Loka pri Mengšu, Gasilska c.46"
411025,"KMEČKI turizem BLAŽ, Dobeno 9"
501001,"Osnovna šola Blagovna"
501002,"Gasilski dom Lokarje"
501003,"Osnovna šola Dramlje"
501004,"Bobnar, Pletovarje 3a, Dramlje"
501006,"Lenič, Razbor 30a, Dramlje"
501007,"Gasilski dom Dolga gora"
501008,"Prostori KSGrobelno,Tratna /Grobelnem 46,Grobelno"
501009,"Osnovna šola Kalobje"
501010,"Šuster, Osredek 3, Šentjur"
501011,"Gasilski dom Loka pri Žusmu"
501012,"Gasilski dom Dobrina"
501014,"Osnovna šola Planina pri Sevnici"
501017,"Kulturni dom Šentvid"
501018,"Osnovna šola Blaža Kocena, Ponikva"
501020,"Lavbič, Lutrje 16, Ponikva"
501021,"Večnamenski objekt Prevorje"
501022,"Gostišče Obrez Milan, Žegar"
501023,"Kulturni dom Gorica"
501024,"Gasilsko vaški dom Javorje"
501025,"Gasilski dom Paridol"
501026,"Krajnc, Voduce 22a, Gorica pri Slivnici"
501027,"Dom Gabernica"
501028,"Gasilski dom Bukovje"
501029,"Sejna dvorana OBČINE ŠENTJUR,Mestni trg10,Šentjur"
501030,"Gasilski dom Šentjur"
501031,"Osnovna šola HRUŠEVEC - volišče 1"
501032,"Gostišče Zanzibar,C.Kozjanskega odreda87a,Šentjur"
501033,"Osnovna šola HRUŠEVEC - volišče 2"
501034,"Kovač-Reberšak, Vrbno 16, Šentjur"
501036,"Kulturni dom Dobje"
501039,"Osnovna šola Franja Malgaja Šentjur"
501040,"Osnovna šola Dobje"
502001,"Osnovna šola Hudinja"
502003,"Sedež MČ Hudinja"
502004,"Hrastnik Miroslav, Vrhe 42"
502005,"Ostrožnik - Horvat Karina, Bukovžlak 51"
502006,"Dvorana KS Teharje, Teharje 14"
502007,"Osnovna šola Lava"
502008,"Sedež MČ Lava"
502009,"Gasilski dom Ostrožno"
502010,"Gasilski dom Lopata"
502011,"Gasilski dom Lokrovec"
502012,"Klenovšek J., Dobrova 16"
502013,"Dom krajanov, Šmartno v Rožni dolini 5"
502014,"Kulturni dom Škofja vas, Škofja vas 38"
502015,"Gostilna Tepež, Runtole 3"
502019,"Dom KS Ljubečna"
502021,"Športno društvo Začret"
502023,"IV. Osnovna šola, Dečkova cesta 60"
502024,"Gasilski dom Prožinska vas"
502025,"Osnovna šola Kompole 31"
502026,"Šuhel Pavel, Laška vas 41"
502027,"Zlatko Cmok, Pečovje 4a"
502029,"Kulturni dom Štore, Cesta XIV. divizije 15, Štore"
502030,"Gobec Drago, Šentjanž"
502031,"Osnovna šola Štore"
502032,"Gasilski dom Svetina"
502035,"Osnovna šola Antona Bezenška Frankolovo (avla)"
502036,"Kračun Martin, Bezenškovo Bukovje 9"
502038,"Karo Janez, Lindek 7"
502040,"Gasilski dom Frankolovo,Stražica 2"
502044,"Večnamenska dvorana POŠ Nova Cerkev,Nova Cerkev41"
502045,"Gasilski dom Socka"
502047,"Gasilski dom Lemberg"
502051,"Osnovna šola Vojnik"
502052,"Osnovna šola Vojnik"
502053,"OSTRI, Ravnak Ivan, Celjska cesta 2b"
502054,"Vrbič Franc, Male Dole 44"
502055,"Majger Jakob, Pristava 14b"
502056,"Avto Čepin, Pot v Lešje 1"
502058,"Zdravstveni dom Dobrna"
502059,"Kulturni dom Dobrna"
502064,"Osnovna šola Dobrna"
503002,"Sedež KS, Velika dvorana, Teharska 2a, Celje"
503004,"Gostišče Hochkraut, Tremerje 2, Celje"
503007,"Župnija Celje; Sv. Cecilija, Breg 18, Celje"
503008,"Dom krajanov, Zagrad 90, Celje"
503010,"III.OŠ Celje - telovadnica, Vodnikova  4, Celje"
503011,"III.OŠ Celje - telovadnica, Vodnikova 4, Celje"
503014,"Rdeči križ; OZ Celje, Delavska ulica 21, Celje"
503015,"Don Boskov center, Don Boskov trg 1, Celje"
503016,"Sedež KS Medlog, Babno 3a, Celje"
503017,"Plava laguna, Ljubljanska  cesta 58, Celje"
503018,"Zarja Trnovlje, Kulturniška ulica 4, Celje"
503019,"KS Trnovlje pri Celju, Trnoveljska  82, Celje"
503021,"Dijaški dom, Ljubljanska cesta 21, Celje"
503023,"AMZS d.d., PE Celje,  Ljubljanska cesta 35, Celje"
503025,"Šolski center Celje, Pot na Lavo 22, Celje"
503026,"Družbeni prostori, Ul.V.prekomor.brigade 4, Celje"
503027,"I.OŠ Celje, Disloc.enota, Kosovelova 14, Celje"
503028,"Vrtec Zarja, Enota Ringa raja, Nušičeva 2c, Celje"
503031,"Sedež MČ, Ulica bratov Vošnjakov 1, Celje"
503032,"Sedež MČ, Ulica bratov Vošnjakov 1, Celje"
504001,"Dom KS Vinska Gora"
504002,"POŠ Trje I"
504003,"POŠ Trje II"
504004,"POŠ Ponikva, Ponikva"
504005,"Prostori KS Gotovlje"
504006,"Osnovna šola Šempeter, Volišče I"
504007,"Osnovna šola Šempeter, Volišče II"
504008,"Tavčar Alojz, Zg. Grušovlje 18"
504009,"Martin Štorman Kale 17-A"
504010,"Šola Polzela Volišče I"
504011,"Šola Polzela, Volišče II"
504012,"Šola Polzela, Volišče III"
504013,"Avtohiša Kos"
504014,"Zadružni dom Andraž"
504015,"Savinov salon Žalec"
504016,"Kulturni dom Žalec, volišče I"
504017,"Kulturni dom Žalec, volišče II"
504018,"Gasilski dom Ložnica"
504019,"Dom krajanov Vrbje"
505001,"Osnovna šola Liboje"
505002,"Krajevna skupnost Liboje"
505003,"Osnovna šola Petrovče"
505004,"Gasilski dom Arja vas"
505005,"Dom krajanov Mala Pirešica"
505006,"Gasilski dom Drešinja vas"
505007,"Vrtec Levec"
505008,"Osnovna šola Griže"
505009,"Gasilski dom Zabukovica"
505010,"Vrtec Pongrac"
505011,"Dom kulture Šešče"
505012,"Gasilski dom Matke"
505013,"Osnovna šola Prebold"
505014,"Muzej Prebold (Režajeva domačija)"
505015,"Gasilski dom Latkova vas"
505016,"Gasilski dom Kaplja vas"
505017,"Gasilski dom Sv. Lovrenc"
505018,"Planinski dom Marija Reka"
505019,"Gasilski dom Trnava"
505020,"Občina Braslovče"
505021,"Gasilski dom Parižlje"
505022,"Gasilski dom Dobrovlje"
505023,"Dom krajanov Gomilsko"
505024,"Športni dom Šmatevž"
505025,"Gasilski dom Grajska vas"
505026,"Kulturni dom Letuš"
505027,"Dom krajanov Tabor"
505028,"Gasilski dom Kapla"
505029,"Gasilski dom Loke"
505030,"Kulturni dom Vransko"
505031,"Gasilski dom Tešova"
505032,"Gasilski dom Ločica"
505033,"Kos Marija Prapreče 15"
505034,"Alojz Ferme Limovce 3"
505035,"Gasilski dom Prekopa"
505036,"Dom krajanov Čeplje"
506001,"Kulturni dom Bočna, Bočna 63"
506002,"Avla kulturnega doma Gornji Grad, Attemsov trg 3"
506003,"Kulturni dom Šmiklavž, Šmiklavž 3"
506004,"Osnovna šola Ljubno, Cesta v Rastke 10"
506005,"Kulturni dom Radmirje, Radmirje 43"
506006,"Gasilski dom Okonina, Okonina 21"
506007,"Osnovna šola Luče, Luče 77"
506008,"Gostilna Struge, Raduha 1"
506009,"Gostilna Polanšek, Podvolovljek 35"
506010,"Center Rinka, Sejna soba, Solčava 29"
506011,"Osnovna šola Mozirje, Šolska ulica 23"
